station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
EHSA,2020-05-23 19:25,55.40,50.00,81.99,210.00,28.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 231925Z AUTO 21028KT 9999 ///////// 13/10 Q1023 W10/H20
EHSC,2020-05-23 19:25,55.40,50.00,81.99,240.00,26.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 231925Z AUTO 24026KT 9999 ///////// 13/10 Q1023 W13/H20
EHHW,2020-05-23 19:25,55.40,48.20,76.66,250.00,22.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 231925Z AUTO 25022KT 9999 NSC 13/09 Q1020
EHLW,2020-05-23 19:42,55.40,48.20,76.66,250.00,22.00,0.00,30.15,M,6.21,M,FEW,SCT,BKN,M,1900.00,7000.00,7900.00,M,DZRA,M,M,M,M,M,M,M,EHLW 231942Z AUTO 25022KT 210V280 9999 DZRA FEW019CB SCT070 BKN079 13/09 Q1021 BLU
EHFS,2020-05-23 19:55,57.20,48.20,71.83,230.00,24.00,0.00,30.27,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFS 231955Z AUTO 23024KT 9999 NSC 14/09 Q1025
EHRD,2020-05-23 19:55,57.20,48.20,71.83,240.00,16.00,0.00,30.21,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHRD 231955Z AUTO 24016KT 210V270 9999 NCD 14/09 Q1023 NOSIG
EHEH,2020-05-23 19:55,59.00,39.20,47.72,260.00,10.00,0.00,30.27,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHEH 231955Z AUTO 26010KT 200V300 9999 NCD 15/04 Q1025 BLU
EHBK,2020-05-23 19:55,59.00,37.40,44.47,250.00,10.00,0.00,30.30,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHBK 231955Z AUTO 25010KT 210V300 9999 NCD 15/03 Q1026 NOSIG
EHDL,2020-05-23 19:55,57.20,44.60,62.69,240.00,8.00,0.00,30.24,M,6.21,M,SCT,SCT,BKN,M,7800.00,8500.00,25000.00,M,M,M,M,M,M,M,M,M,EHDL 231955Z AUTO 24008KT 190V340 9999 SCT078 SCT085 BKN250 14/07 Q1024 BLU
EHGG,2020-05-23 19:55,57.20,42.80,58.52,240.00,10.00,0.00,30.15,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHGG 231955Z AUTO 24010KT 210V280 9999 NCD 14/06 Q1021 NOSIG
EHGR,2020-05-23 19:55,59.00,42.80,54.86,250.00,8.00,0.00,30.27,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHGR 231955Z AUTO 25008KT 9999 NCD 15/06 Q1025 BLU
EHKD,2020-05-23 19:55,53.60,46.40,76.50,270.00,14.00,0.00,30.18,M,6.21,25.00,FEW,BKN,OVC,M,1500.00,3400.00,4100.00,M,-RA,M,M,M,M,M,M,M,EHKD 231955Z AUTO 27014G25KT 250V320 9999 -RA FEW015CB BKN034 OVC041 12/08 Q1022 RERAUPRA BLU
EHLE,2020-05-23 19:55,57.20,44.60,62.69,230.00,14.00,0.00,30.21,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHLE 231955Z AUTO 23014KT 9999 NCD 14/07 Q1023
EHLW,2020-05-23 19:55,55.40,48.20,76.66,260.00,21.00,0.00,30.15,M,6.21,31.00,FEW,SCT,BKN,M,1500.00,4500.00,5100.00,M,-RA,M,M,M,M,M,M,M,EHLW 231955Z AUTO 26021G31KT 220V290 9999 -RA FEW015CB SCT045 BKN051 13/09 Q1021 RERA REDZ BLU
EHAM,2020-05-23 19:55,57.20,46.40,67.12,240.00,19.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAM 231955Z 24019KT 210V270 CAVOK 14/08 Q1023 NOSIG
EHAK,2020-05-23 19:55,53.60,46.40,76.50,240.00,32.00,0.00,29.94,M,6.21,M,BKN,M,M,M,4900.00,M,M,M,M,M,M,M,M,M,M,M,EHAK 231955Z AUTO 24032KT 9999 BKN049/// 12/08 Q1014
EHDV,2020-05-23 19:55,53.60,44.60,71.45,260.00,20.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 231955Z AUTO 26020KT //// // ///////// 12/07 Q1017 RE//
EHFD,2020-05-23 19:55,53.60,44.60,71.45,0.00,0.00,0.00,30.00,M,6.21,M,FEW,M,M,M,4400.00,M,M,M,M,M,M,M,M,M,M,M,EHFD 231955Z AUTO 00000KT 9999 FEW044/// 12/07 Q1016
EHFZ,2020-05-23 19:55,55.40,46.40,71.64,230.00,21.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 231955Z AUTO 23021KT 9999 NSC 13/08 Q1018
EHJA,2020-05-23 19:55,55.40,44.60,66.91,250.00,27.00,0.00,30.06,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 231955Z AUTO 25027KT 9999 NSC 13/07 Q1018
EHVK,2020-05-23 19:55,57.20,41.00,54.60,250.00,7.00,0.00,30.24,M,6.21,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,M,EHVK 231955Z AUTO 25007KT 9999 SCT250 14/05 Q1024 BLU
EHVL,2020-05-23 19:55,53.60,48.20,81.87,230.00,23.00,0.00,30.12,M,6.21,M,BKN,OVC,M,M,8100.00,8700.00,M,M,M,M,M,M,M,M,M,M,EHVL 231955Z AUTO 23023KT 9999 BKN081 OVC087 12/09 Q1020 BLU
EHWO,2020-05-23 19:55,57.20,42.80,58.52,240.00,13.00,0.00,30.27,M,6.21,M,SCT,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,M,EHWO 231955Z AUTO 24013KT 210V270 9999 SCT220 14/06 Q1025 BLU
EHQE,2020-05-23 19:55,55.40,50.00,81.99,210.00,27.00,0.00,30.15,M,6.21,M,FEW,M,M,M,0.00,M,M,M,M,M,M,M,M,M,M,M,EHQE 231955Z AUTO 21027KT 9999 FEW000 13/10 Q1021
EHJR,2020-05-23 19:55,55.40,46.40,71.64,260.00,24.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 231955Z AUTO 26024KT //// // ///////// 13/08 Q1021 RE// W12/H18
EHKV,2020-05-23 19:55,55.40,48.20,76.66,150.00,19.00,0.00,30.15,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 231955Z AUTO 15019KT 9999 NSC 13/09 Q1021
EHMA,2020-05-23 19:55,57.20,46.40,67.12,240.00,27.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMA 231955Z AUTO 24027KT 9999 NSC 14/08 Q1020
EHMG,2020-05-23 19:55,55.40,48.20,76.66,230.00,27.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 231955Z AUTO 23027KT 9999 NSC 13/09 Q1020
EHPG,2020-05-23 19:55,55.40,50.00,81.99,230.00,29.00,0.00,30.18,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHPG 231955Z AUTO 23029KT 9999 NSC 13/10 Q1022
EHSA,2020-05-23 19:55,55.40,51.80,87.65,220.00,26.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 231955Z AUTO 22026KT 9999 ///////// 13/11 Q1023 W10/H20
EHSC,2020-05-23 19:55,55.40,51.80,87.65,240.00,26.00,0.00,30.21,M,4.97,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 231955Z AUTO 24026KT 8000 ///////// 13/11 Q1023 W13/H19
EHHW,2020-05-23 19:55,55.40,48.20,76.66,250.00,23.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 231955Z AUTO 25023KT 9999 NSC 13/09 Q1020
EHFS,2020-05-23 20:25,57.20,48.20,71.83,230.00,22.00,0.00,30.27,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFS 232025Z AUTO 23022KT 9999 NSC 14/09 Q1025
EHRD,2020-05-23 20:25,55.40,50.00,81.99,240.00,16.00,0.00,30.24,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHRD 232025Z AUTO 24016KT 200V260 9999 NSC 13/10 Q1024 NOSIG
EHEH,2020-05-23 20:25,57.20,41.00,54.60,240.00,9.00,0.00,30.27,M,6.21,M,SCT,M,M,M,23000.00,M,M,M,M,M,M,M,M,M,M,M,EHEH 232025Z AUTO 24009KT 210V280 9999 SCT230 14/05 Q1025 BLU
EHBK,2020-05-23 20:25,57.20,39.20,50.91,240.00,8.00,0.00,30.30,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHBK 232025Z AUTO 24008KT 200V270 9999 NCD 14/04 Q1026 NOSIG
EHDL,2020-05-23 20:25,57.20,44.60,62.69,230.00,11.00,0.00,30.24,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHDL 232025Z AUTO 23011KT 180V280 9999 NCD 14/07 Q1024 BLU
EHGG,2020-05-23 20:25,57.20,44.60,62.69,240.00,11.00,0.00,30.18,M,6.21,M,SCT,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,M,EHGG 232025Z AUTO 24011KT 210V290 9999 SCT036 14/07 Q1022 TEMPO 6000 SHRA SCT040CB
EHGR,2020-05-23 20:25,57.20,42.80,58.52,240.00,9.00,0.00,30.27,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHGR 232025Z AUTO 24009KT 210V280 9999 NCD 14/06 Q1025 BLU
EHKD,2020-05-23 20:25,55.40,50.00,81.99,250.00,9.00,0.00,30.18,M,6.21,M,FEW,BKN,BKN,M,1500.00,5300.00,6100.00,M,M,M,M,M,M,M,M,M,EHKD 232025Z AUTO 25009KT 210V290 9999 FEW015CB BKN053 BKN061 13/10 Q1022 BLU
EHLE,2020-05-23 20:25,57.20,44.60,62.69,240.00,13.00,0.00,30.21,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHLE 232025Z AUTO 24013KT 9999 NSC 14/07 Q1023
EHLW,2020-05-23 20:25,55.40,46.40,71.64,240.00,9.00,0.00,30.15,M,6.21,M,FEW,BKN,BKN,M,1800.00,7400.00,7900.00,M,M,M,M,M,M,M,M,M,EHLW 232025Z AUTO 24009KT 210V280 9999 FEW018CB BKN074 BKN079 13/08 Q1021 BLU
EHAM,2020-05-23 20:25,57.20,48.20,71.83,240.00,16.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAM 232025Z 24016KT 200V270 CAVOK 14/09 Q1023 NOSIG
EHAK,2020-05-23 20:25,53.60,46.40,76.50,250.00,32.00,0.00,29.94,M,6.21,M,SCT,M,M,M,4700.00,M,M,M,M,M,M,M,M,M,M,M,EHAK 232025Z AUTO 25032KT 9999 SCT047/// 12/08 Q1014
EHDV,2020-05-23 20:25,53.60,44.60,71.45,270.00,23.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 232025Z AUTO 27023KT //// // ///////// 12/07 Q1017 RE//
EHFD,2020-05-23 20:25,53.60,44.60,71.45,0.00,0.00,0.00,30.00,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,EHFD 232025Z AUTO 00000KT 9999 FEW040/// 12/07 Q1016 REDZ
EHFZ,2020-05-23 20:25,55.40,46.40,71.64,230.00,21.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 232025Z AUTO 23021KT 9999 NSC 13/08 Q1019
EHJA,2020-05-23 20:25,55.40,46.40,71.64,240.00,25.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 232025Z AUTO 24025KT 9999 NSC 13/08 Q1019
EHVK,2020-05-23 20:25,55.40,42.80,62.46,240.00,7.00,0.00,30.24,M,6.21,M,FEW,M,M,M,7900.00,M,M,M,M,M,M,M,M,M,M,M,EHVK 232025Z AUTO 24007KT 210V280 9999 FEW079 13/06 Q1024 BLU
EHVL,2020-05-23 20:25,53.60,46.40,76.50,240.00,23.00,0.00,30.15,M,6.21,M,FEW,SCT,BKN,M,6900.00,7600.00,8200.00,M,M,M,M,M,M,M,M,M,EHVL 232025Z AUTO 24023KT 9999 FEW069 SCT076 BKN082 12/08 Q1021 BLU
EHWO,2020-05-23 20:25,57.20,42.80,58.52,240.00,15.00,0.00,30.27,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHWO 232025Z AUTO 24015KT 9999 NCD 14/06 Q1025 BLU
EHQE,2020-05-23 20:25,55.40,50.00,81.99,200.00,25.00,0.00,30.15,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,EHQE 232025Z AUTO 20025KT 9999 FEW015CB 13/10 Q1021
EHJR,2020-05-23 20:25,57.20,44.60,62.69,270.00,25.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 232025Z AUTO 27025KT //// // ///////// 14/07 Q1021 RE// W12/H17
EHKV,2020-05-23 20:25,55.40,46.40,71.64,240.00,19.00,0.00,30.18,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 232025Z AUTO 24019KT 9999 NSC 13/08 Q1022
EHMA,2020-05-23 20:25,57.20,46.40,67.12,250.00,23.00,0.00,30.12,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,EHMA 232025Z AUTO 25023KT 9999 FEW025CB 14/08 Q1020
EHMG,2020-05-23 20:25,55.40,50.00,81.99,230.00,27.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 232025Z AUTO 23027KT 9999 NSC 13/10 Q1020
EHPG,2020-05-23 20:25,55.40,50.00,81.99,230.00,25.00,0.00,30.18,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHPG 232025Z AUTO 23025KT 9999 NSC 13/10 Q1022
EHSA,2020-05-23 20:25,55.40,51.80,87.65,220.00,24.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 232025Z AUTO 22024KT 9999 ///////// 13/11 Q1024 W10/H19
EHSC,2020-05-23 20:25,55.40,51.80,87.65,240.00,24.00,0.00,30.21,M,4.97,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 232025Z AUTO 24024KT 8000 ///////// 13/11 Q1023 W13/H17
EHHW,2020-05-23 20:25,53.60,48.20,81.87,250.00,17.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 232025Z AUTO 25017KT 9999 NSC 12/09 Q1020
EHFS,2020-05-23 20:55,57.20,48.20,71.83,230.00,22.00,0.00,30.27,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFS 232055Z AUTO 23022KT 8000 NSC 14/09 Q1025
EHRD,2020-05-23 20:55,55.40,50.00,81.99,240.00,12.00,0.00,30.24,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHRD 232055Z AUTO 24012KT 210V280 9999 NSC 13/10 Q1024 NOSIG
EHEH,2020-05-23 20:55,55.40,41.00,58.27,230.00,8.00,0.00,30.27,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHEH 232055Z AUTO 23008KT 190V290 9999 NCD 13/05 Q1025 BLU
EHBK,2020-05-23 20:55,55.40,39.20,54.34,240.00,9.00,0.00,30.30,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHBK 232055Z AUTO 24009KT 210V280 9999 NCD 13/04 Q1026 NOSIG
EHDL,2020-05-23 20:55,55.40,44.60,66.91,240.00,10.00,0.00,30.24,M,6.21,M,FEW,M,M,M,27000.00,M,M,M,M,M,M,M,M,M,M,M,EHDL 232055Z AUTO 24010KT 170V280 9999 FEW270 13/07 Q1024 BLU
EHGG,2020-05-23 20:55,57.20,46.40,67.12,250.00,13.00,0.00,30.18,M,6.21,M,SCT,M,M,M,4700.00,M,M,M,-RADZ,M,M,M,M,M,M,M,EHGG 232055Z AUTO 25013KT 210V280 9999 -RADZ SCT047 14/08 Q1022 TEMPO 6000 SHRA SCT040CB
EHGR,2020-05-23 20:55,57.20,42.80,58.52,240.00,10.00,0.00,30.27,M,6.21,M,BKN,M,M,M,26000.00,M,M,M,M,M,M,M,M,M,M,M,EHGR 232055Z AUTO 24010KT 220V290 9999 BKN260 14/06 Q1025 BLU
EHKD,2020-05-23 20:55,55.40,50.00,81.99,250.00,14.00,0.00,30.18,M,6.21,M,BKN,BKN,OVC,M,5600.00,6200.00,9000.00,M,M,M,M,M,M,M,M,M,EHKD 232055Z AUTO 25014KT 9999 BKN056 BKN062 OVC090 13/10 Q1022 BLU
EHLE,2020-05-23 20:55,57.20,46.40,67.12,230.00,13.00,0.00,30.21,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHLE 232055Z AUTO 23013KT 9999 NSC 14/08 Q1023
EHLW,2020-05-23 20:55,53.60,46.40,76.50,230.00,13.00,0.00,30.15,M,6.21,M,BKN,OVC,M,M,4800.00,8600.00,M,M,M,M,M,M,M,M,M,M,EHLW 232055Z AUTO 23013KT 190V260 9999 BKN048 OVC086 12/08 Q1021 BLU
EHAM,2020-05-23 20:55,57.20,48.20,71.83,240.00,18.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAM 232055Z 24018KT CAVOK 14/09 Q1023 NOSIG
EHAK,2020-05-23 20:55,53.60,46.40,76.50,250.00,34.00,0.00,29.94,M,6.21,M,SCT,M,M,M,4800.00,M,M,M,M,M,M,M,M,M,M,M,EHAK 232055Z AUTO 25034KT 9999 SCT048/// 12/08 Q1014
EHDV,2020-05-23 20:55,53.60,46.40,76.50,250.00,18.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 232055Z AUTO 25018KT //// // ///////// 12/08 Q1017 RE//
EHFD,2020-05-23 20:55,53.60,46.40,76.50,0.00,0.00,0.00,30.00,M,6.21,M,FEW,M,M,M,4600.00,M,M,M,-RA,M,M,M,M,M,M,M,EHFD 232055Z AUTO 00000KT 9999 -RA FEW046/// 12/08 Q1016
EHFZ,2020-05-23 20:55,55.40,46.40,71.64,240.00,19.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 232055Z AUTO 24019KT 9999 NSC 13/08 Q1019
EHJA,2020-05-23 20:55,55.40,46.40,71.64,240.00,25.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 232055Z AUTO 24025KT 9999 NSC 13/08 Q1019
EHVK,2020-05-23 20:55,57.20,42.80,58.52,240.00,8.00,0.00,30.27,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHVK 232055Z AUTO 24008KT 220V280 9999 NCD 14/06 Q1025 BLU
EHVL,2020-05-23 20:55,55.40,50.00,81.99,240.00,21.00,0.00,30.15,M,6.21,M,SCT,BKN,OVC,M,6000.00,6600.00,7300.00,M,M,M,M,M,M,M,M,M,EHVL 232055Z AUTO 24021KT 9999 SCT060 BKN066 OVC073 13/10 Q1021 BLU
EHWO,2020-05-23 20:55,57.20,42.80,58.52,240.00,12.00,0.00,30.27,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHWO 232055Z AUTO 24012KT 220V280 9999 NCD 14/06 Q1025 BLU
EHQE,2020-05-23 20:55,55.40,48.20,76.66,210.00,22.00,0.00,30.15,M,6.21,M,FEW,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,M,EHQE 232055Z AUTO 21022KT 9999 FEW019CB 13/09 Q1021
EHJR,2020-05-23 20:55,55.40,44.60,66.91,280.00,26.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHJR 232055Z AUTO 28026KT //// // ///////// 13/07 Q1021 RE// W12/H17
EHKV,2020-05-23 20:55,57.20,44.60,62.69,260.00,26.00,0.00,30.18,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHKV 232055Z AUTO 26026KT 9999 NSC 14/07 Q1022
EHMA,2020-05-23 20:55,59.00,48.20,67.33,240.00,23.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMA 232055Z AUTO 24023KT 9999 NSC 15/09 Q1020
EHMG,2020-05-23 20:55,55.40,50.00,81.99,240.00,26.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHMG 232055Z AUTO 24026KT 9999 NSC 13/10 Q1020
EHPG,2020-05-23 20:55,55.40,48.20,76.66,250.00,24.00,0.00,30.18,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHPG 232055Z AUTO 25024KT 9999 NSC 13/09 Q1022
EHSA,2020-05-23 20:55,55.40,51.80,87.65,220.00,24.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSA 232055Z AUTO 22024KT 9999 ///////// 13/11 Q1024 W10/H19
EHSC,2020-05-23 20:55,55.40,51.80,87.65,240.00,24.00,0.00,30.21,M,4.97,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHSC 232055Z AUTO 24024KT 8000 ///////// 13/11 Q1023 W13/H17
EHHW,2020-05-23 20:55,53.60,48.20,81.87,250.00,19.00,0.00,30.12,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHHW 232055Z AUTO 25019KT 9999 NSC 12/09 Q1020
EHFS,2020-05-23 21:25,55.40,48.20,76.66,230.00,20.00,0.00,30.27,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFS 232125Z AUTO 23020KT 9999 NCD 13/09 Q1025
EHRD,2020-05-23 21:25,55.40,50.00,81.99,240.00,14.00,0.00,30.24,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHRD 232125Z AUTO 24014KT 210V270 9999 NSC 13/10 Q1024 NOSIG
EHEH,2020-05-23 21:25,55.40,39.20,54.34,230.00,9.00,0.00,30.27,M,6.21,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,M,EHEH 232125Z AUTO 23009KT 190V260 9999 BKN250 13/04 Q1025 BLU
EHBK,2020-05-23 21:25,55.40,39.20,54.34,240.00,9.00,0.00,30.30,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHBK 232125Z AUTO 24009KT 210V280 9999 NCD 13/04 Q1026 NOSIG
EHDL,2020-05-23 21:25,55.40,44.60,66.91,240.00,11.00,0.00,30.24,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHDL 232125Z AUTO 24011KT 200V280 9999 NCD 13/07 Q1024 BLU
EHGG,2020-05-23 21:25,53.60,46.40,76.50,240.00,11.00,0.00,30.18,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,EHGG 232125Z AUTO 24011KT 9999 FEW015CB 12/08 Q1022 RERA REDZ TEMPO 6000 SHRA SCT040CB
EHGR,2020-05-23 21:25,55.40,42.80,62.46,220.00,6.00,0.00,30.27,M,6.21,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,M,EHGR 232125Z AUTO 22006KT 180V260 9999 BKN250 13/06 Q1025 BLU
EHKD,2020-05-23 21:25,55.40,50.00,81.99,250.00,14.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,1500.00,9000.00,M,M,M,M,M,M,M,M,M,M,EHKD 232125Z AUTO 25014KT 9999 FEW015CB SCT090 13/10 Q1022 BLU
EHLE,2020-05-23 21:25,57.20,46.40,67.12,240.00,14.00,0.00,30.21,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHLE 232125Z AUTO 24014KT 9999 NSC 14/08 Q1023
EHLW,2020-05-23 21:25,55.40,44.60,66.91,240.00,12.00,0.00,30.15,M,6.21,M,BKN,BKN,OVC,M,6000.00,6700.00,9000.00,M,M,M,M,M,M,M,M,M,EHLW 232125Z AUTO 24012KT 200V270 9999 BKN060 BKN067 OVC090 13/07 Q1021 BLU
EHAM,2020-05-23 21:25,57.20,48.20,71.83,240.00,18.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHAM 232125Z 24018KT CAVOK 14/09 Q1023 NOSIG
EHAK,2020-05-23 21:25,53.60,46.40,76.50,250.00,33.00,0.00,29.94,M,6.21,M,FEW,M,M,M,4900.00,M,M,M,M,M,M,M,M,M,M,M,EHAK 232125Z AUTO 25033KT 9999 FEW049/// 12/08 Q1014
EHDV,2020-05-23 21:25,53.60,44.60,71.45,240.00,20.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,EHDV 232125Z AUTO 24020KT //// // ///////// 12/07 Q1017 RE//
EHFD,2020-05-23 21:25,53.60,46.40,76.50,0.00,0.00,0.00,30.00,M,6.21,M,FEW,M,M,M,4700.00,M,M,M,M,M,M,M,M,M,M,M,EHFD 232125Z AUTO 00000KT 9999 FEW047/// 12/08 Q1016 REDZ
EHFZ,2020-05-23 21:25,55.40,46.40,71.64,230.00,21.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHFZ 232125Z AUTO 23021KT 9999 NSC 13/08 Q1019
EHJA,2020-05-23 21:25,55.40,46.40,71.64,240.00,29.00,0.00,30.09,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,EHJA 232125Z AUTO 24029KT 9999 NSC 13/08 Q1019
EHVK,2020-05-23 21:25,57.20,42.80,58.52,240.00,9.00,0.00,30.27,M,6.21,M,SCT,M,M,M,29000.00,M,M,M,M,M,M,M,M,M,M,M,EHVK 232125Z AUTO 24009KT 220V290 9999 SCT290 14/06 Q1025 BLU
EHVL,2020-05-23 21:25,55.40,48.20,76.66,250.00,20.00,0.00,30.15,M,6.21,M,BKN,M,M,M,8800.00,M,M,M,M,M,M,M,M,M,M,M,EHVL 232125Z AUTO 25020KT 9999 BKN088 13/09 Q1021 BLU
